"","Player","Overs","Mdns","Runs","Wkts","Econ","Inns","","Opposition","Ground","Start Date","","Country","Date","Year","Day","Month","Yday","BPO","type"
"1359","TM Head (AUS)",2,0,9,"0","4.50","2","","v England","Birmingham","10 Jun 2017","","AUS",2017-06-10,2017,10,6,161,6,"ODI"
"1360","VD Philander (SA)",5,1,9,"0","1.80","3","","v England","Lord's","6 Jul 2017","","SA",2017-07-06,2017,6,7,187,6,"Test"
"1361","RL Chase (WI)",0.5,0,9,"0","10.80","2","","v India","Kingston","6 Jul 2017","","WI",2017-07-06,2017,6,7,187,6,"ODI"
"1362","MM Ali (ENG)",5,1,9,"0","1.80","2","","v South Africa","The Oval","27 Jul 2017","","ENG",2017-07-27,2017,27,7,208,6,"Test"
"1363","Waqas Barkat (HKG)",1,0,10,"0","10.00","1","","v Scotland","Abu Dhabi","14 Jan 2017","","HKG",2017-01-14,2017,14,1,14,6,"T20I"
"1364","Gulbadin Naib (AFG)",1,0,10,"0","10.00","1","","v U.A.E.","Abu Dhabi","16 Jan 2017","","AFG",2017-01-16,2017,16,1,16,6,"T20I"
"1365","Soumya Sarkar (BDESH)",3,0,10,"0","3.33","2","","v New Zealand","Christchurch","20 Jan 2017","","BDESH",2017-01-20,2017,20,1,20,6,"Test"
"1366","ST de Silva (SL)",1,0,10,"0","10.00","1","","v South Africa","Cape Town","25 Jan 2017","","SL",2017-01-25,2017,25,1,25,6,"T20I"
"1367","Sabbir Rahman (BDESH)",3,0,10,"0","3.33","1","","v India","Hyderabad (Deccan)","9 Feb 2017","","BDESH",2017-02-09,2017,9,2,40,6,"Test"
"1368","MC Henriques (AUS)",1,0,10,"0","10.00","2","","v Sri Lanka","Adelaide","22 Feb 2017","","AUS",2017-02-22,2017,22,2,53,6,"T20I"
"1369","SC Williams (ZIM)",4,0,10,"0","2.50","1","","v Afghanistan","Harare","24 Feb 2017","","ZIM",2017-02-24,2017,24,2,55,6,"ODI"
"1370","C de Grandhomme (NZ)",2,0,10,"0","5.00","1","","v South Africa","Hamilton","1 Mar 2017","","NZ",2017-03-01,2017,1,3,60,6,"ODI"
"1371","JL Carter (WI)",2,0,10,"0","5.00","2","","v England","North Sound","5 Mar 2017","","WI",2017-03-05,2017,5,3,64,6,"ODI"
"1372","Mahmudullah (BDESH)",2,0,10,"0","5.00","1","","v Sri Lanka","Galle","7 Mar 2017","","BDESH",2017-03-07,2017,7,3,66,6,"Test"
"1373","CBRLS Kumara (SL)",3,0,10,"0","3.33","4","","v Bangladesh","Galle","7 Mar 2017","","SL",2017-03-07,2017,7,3,66,6,"Test"
"1374","Mosaddek Hossain (BDESH)",3,0,10,"0","3.33","3","","v Sri Lanka","Colombo (PSS)","15 Mar 2017","","BDESH",2017-03-15,2017,15,3,74,6,"Test"
"1375","Rahmat Shah (AFG)",2,0,10,"0","5.00","2","","v Ireland","Greater Noida","22 Mar 2017","","AFG",2017-03-22,2017,22,3,81,6,"ODI"
"1376","KA Pollard (WI)",1,0,10,"0","10.00","2","","v Pakistan","Bridgetown","26 Mar 2017","","WI",2017-03-26,2017,26,3,85,6,"T20I"
"1377","JN Mohammed (WI)",1,0,10,"0","10.00","2","","v Pakistan","Providence","11 Apr 2017","","WI",2017-04-11,2017,11,4,101,6,"ODI"
"1378","Samiullah Shenwari (AFG)",1,0,10,"0","10.00","2","","v West Indies","Basseterre","2 Jun 2017","","AFG",2017-06-02,2017,2,6,153,6,"T20I"
"1379","Shoaib Malik (PAK)",2,0,10,"0","5.00","1","","v India","Birmingham","4 Jun 2017","","PAK",2017-06-04,2017,4,6,155,6,"ODI"
"1380","Mahmudullah (BDESH)",1,0,10,"0","10.00","2","","v India","Birmingham","15 Jun 2017","","BDESH",2017-06-15,2017,15,6,166,6,"ODI"
"1381","MN Waller (ZIM)",4,0,10,"0","2.50","4","","v Sri Lanka","Colombo (RPS)","14 Jul 2017","","ZIM",2017-07-14,2017,14,7,195,6,"Test"
"1382","CB Mpofu (ZIM)",6,3,10,"0","1.66","4","","v Sri Lanka","Colombo (RPS)","14 Jul 2017","","ZIM",2017-07-14,2017,14,7,195,6,"Test"
"1383","Ehsan Nawaz (HKG)",1,0,11,"0","11.00","2","","v Oman","Abu Dhabi","16 Jan 2017","","HKG",2017-01-16,2017,16,1,16,6,"T20I"
"1384","Tanveer Ahmed (HKG)",1,0,11,"0","11.00","2","","v Oman","Abu Dhabi","16 Jan 2017","","HKG",2017-01-16,2017,16,1,16,6,"T20I"
"1385","Mehran Khan (OMAN)",1,0,11,"0","11.00","2","","v Afghanistan","Dubai (DSC)","20 Jan 2017","","OMAN",2017-01-20,2017,20,1,20,6,"T20I"
"1386","AD Mathews (SL)",2,0,11,"0","5.50","1","","v South Africa","Johannesburg","22 Jan 2017","","SL",2017-01-22,2017,22,1,22,6,"T20I"
"1387","C Munro (NZ)",1,0,11,"0","11.00","1","","v South Africa","Auckland","17 Feb 2017","","NZ",2017-02-17,2017,17,2,48,6,"T20I"
"1388","Samiullah Shenwari (AFG)",1,0,11,"0","11.00","2","","v Ireland","Greater Noida","15 Mar 2017","","AFG",2017-03-15,2017,15,3,74,6,"ODI"
"1389","Mosaddek Hossain (BDESH)",4,0,11,"0","2.75","1","","v Sri Lanka","Colombo (PSS)","15 Mar 2017","","BDESH",2017-03-15,2017,15,3,74,6,"Test"
"1390","Shoaib Malik (PAK)",1,0,11,"0","11.00","2","","v West Indies","Port of Spain","1 Apr 2017","","PAK",2017-04-01,2017,1,4,91,6,"T20I"
"1391","Amir Hamza (AFG)",2,0,11,"0","5.50","1","","v West Indies","Basseterre","3 Jun 2017","","AFG",2017-06-03,2017,3,6,154,6,"T20I"
"1392","Samiullah Shenwari (AFG)",1,0,11,"0","11.00","2","","v West Indies","Gros Islet","9 Jun 2017","","AFG",2017-06-09,2017,9,6,160,6,"ODI"
"1393","Sabbir Rahman (BDESH)",1.1,0,11,"0","9.42","2","","v India","Birmingham","15 Jun 2017","","BDESH",2017-06-15,2017,15,6,166,6,"ODI"
"1394","JT Smuts (SA)",1,0,11,"0","11.00","2","","v England","Taunton","23 Jun 2017","","SA",2017-06-23,2017,23,6,174,6,"T20I"
"1395","Asad Shafiq (PAK)",2,0,12,"0","6.00","1","","v Australia","Sydney","3 Jan 2017","","PAK",2017-01-03,2017,3,1,3,6,"Test"
"1396","PM Seelaar (NL)",1,0,12,"0","12.00","1","","v Scotland","Abu Dhabi","17 Jan 2017","","NL",2017-01-17,2017,17,1,17,6,"T20I"
"1397","DAS Gunaratne (SL)",2,0,12,"0","6.00","1","","v South Africa","Centurion","20 Jan 2017","","SL",2017-01-20,2017,20,1,20,6,"T20I"
"1398","HH Pandya (INDIA)",2,0,12,"0","6.00","2","","v England","Kanpur","26 Jan 2017","","INDIA",2017-01-26,2017,26,1,26,6,"T20I"
"1399","JP Duminy (SA)",1,0,12,"0","12.00","2","","v Sri Lanka","Cape Town","7 Feb 2017","","SA",2017-02-07,2017,7,2,38,6,"ODI"
"1400","TAM Siriwardana (SL)",1,0,12,"0","12.00","1","","v Australia","Adelaide","22 Feb 2017","","SL",2017-02-22,2017,22,2,53,6,"T20I"
"1401","DAS Gunaratne (SL)",1,0,12,"0","12.00","1","","v Australia","Adelaide","22 Feb 2017","","SL",2017-02-22,2017,22,2,53,6,"T20I"
"1402","RAS Lakmal (SL)",7,3,12,"0","1.71","4","","v Bangladesh","Galle","7 Mar 2017","","SL",2017-03-07,2017,7,3,66,6,"Test"
"1403","L Siaka (PNG)",2,0,12,"0","6.00","2","","v U.A.E.","Abu Dhabi","2 Apr 2017","","PNG",2017-04-02,2017,2,4,92,6,"ODI"
"1404","TP Ura (PNG)",1,0,12,"0","12.00","2","","v U.A.E.","Abu Dhabi","2 Apr 2017","","PNG",2017-04-02,2017,2,4,92,6,"ODI"
"1405","KJ O'Brien (IRE)",2,0,12,"0","6.00","1","","v Bangladesh","Dublin (Malahide)","12 May 2017","","IRE",2017-05-12,2017,12,5,132,6,"ODI"
"1406","B Stanlake (AUS)",3,0,13,"0","4.33","2","","v Pakistan","Brisbane","13 Jan 2017","","AUS",2017-01-13,2017,13,1,13,6,"ODI"
"1407","Anshuman Rath (HKG)",1,0,13,"0","13.00","1","","v Scotland","Abu Dhabi","14 Jan 2017","","HKG",2017-01-14,2017,14,1,14,6,"T20I"
"1408","CS MacLeod (SCOT)",1,0,13,"0","13.00","2","","v Hong Kong","Abu Dhabi","14 Jan 2017","","SCOT",2017-01-14,2017,14,1,14,6,"T20I"
"1409","Mohammad Nadeem (OMAN)",1,0,13,"0","13.00","2","","v Scotland","Dubai (DSC)","19 Jan 2017","","OMAN",2017-01-19,2017,19,1,19,6,"T20I"
"1410","Nazmul Hossain Shanto (BDESH)",0.4,0,13,"0","19.50","4","","v New Zealand","Christchurch","20 Jan 2017","","BDESH",2017-01-20,2017,20,1,20,6,"Test"
"1411","Zeeshan Maqsood (OMAN)",4,0,13,"0","3.25","2","","v Afghanistan","Dubai (DSC)","20 Jan 2017","","OMAN",2017-01-20,2017,20,1,20,6,"T20I"
"1412","Shoaib Malik (PAK)",2,0,13,"0","6.50","1","","v Australia","Sydney","22 Jan 2017","","PAK",2017-01-22,2017,22,1,22,6,"ODI"
"1413","MA Leask (SCOT)",5,0,13,"0","2.60","2","","v U.A.E.","Dubai (DSC)","24 Jan 2017","","SCOT",2017-01-24,2017,24,1,24,6,"ODI"
"1414","L Ngidi (SA)",2,0,13,"0","6.50","2","","v Sri Lanka","Cape Town","25 Jan 2017","","SA",2017-01-25,2017,25,1,25,6,"T20I"
"1415","TM Head (AUS)",2,0,13,"0","6.50","2","","v Pakistan","Adelaide","26 Jan 2017","","AUS",2017-01-26,2017,26,1,26,6,"ODI"
"1416","D Paterson (SA)",2,0,13,"0","6.50","2","","v New Zealand","Auckland","17 Feb 2017","","SA",2017-02-17,2017,17,2,48,6,"T20I"
"1417","GJ Maxwell (AUS)",4,0,13,"0","3.25","2","","v India","Ranchi","16 Mar 2017","","AUS",2017-03-16,2017,16,3,75,6,"Test"
"1418","D Elgar (SA)",1,0,13,"0","13.00","2","","v New Zealand","Hamilton","25 Mar 2017","","SA",2017-03-25,2017,25,3,84,6,"Test"
"1419","Mosaddek Hossain (BDESH)",3,0,13,"0","4.33","1","","v Sri Lanka","Colombo (SSC)","1 Apr 2017","","BDESH",2017-04-01,2017,1,4,91,6,"ODI"
"1420","CR Brathwaite (WI)",2,0,13,"0","6.50","2","","v Pakistan","Port of Spain","2 Apr 2017","","WI",2017-04-02,2017,2,4,92,6,"T20I"
"1421","WT Gavera (PNG)",2,0,13,"0","6.50","2","","v U.A.E.","Abu Dhabi","14 Apr 2017","","PNG",2017-04-14,2017,14,4,104,6,"T20I"
"1422","Mahmudullah (BDESH)",3,0,13,"0","4.33","1","","v Ireland","Dublin (Malahide)","19 May 2017","","BDESH",2017-05-19,2017,19,5,139,6,"ODI"
"1423","Soumya Sarkar (BDESH)",2,0,13,"0","6.50","2","","v England","The Oval","1 Jun 2017","","BDESH",2017-06-01,2017,1,6,152,6,"ODI"
"1424","Mosaddek Hossain (BDESH)",2,0,13,"0","6.50","2","","v India","Birmingham","15 Jun 2017","","BDESH",2017-06-15,2017,15,6,166,6,"ODI"
"1425","Mohammad Hafeez (PAK)",1,0,13,"0","13.00","2","","v India","The Oval","18 Jun 2017","","PAK",2017-06-18,2017,18,6,169,6,"ODI"
"1426","MD Gunathilaka (SL)",2,0,13,"0","6.50","2","","v Zimbabwe","Galle","30 Jun 2017","","SL",2017-06-30,2017,30,6,181,6,"ODI"
"1427","Yuvraj Singh (INDIA)",2,0,14,"0","7.00","1","","v England","Pune","15 Jan 2017","","INDIA",2017-01-15,2017,15,1,15,6,"ODI"
"1428","MP O'Dowd (NL)",2,0,14,"0","7.00","1","","v Oman","Abu Dhabi","15 Jan 2017","","NL",2017-01-15,2017,15,1,15,6,"T20I"
"1429","Khawar Ali (OMAN)",2,0,14,"0","7.00","2","","v Netherlands","Abu Dhabi","15 Jan 2017","","OMAN",2017-01-15,2017,15,1,15,6,"T20I"
"1430","Kaleemullah (OMAN)",3,0,14,"0","4.66","2","","v Scotland","Dubai (DSC)","19 Jan 2017","","OMAN",2017-01-19,2017,19,1,19,6,"T20I"
"1431","Mohammad Nabi (AFG)",2,0,14,"0","7.00","2","","v Ireland","Greater Noida","10 Mar 2017","","AFG",2017-03-10,2017,10,3,69,6,"T20I"
"1432","SR Thompson (IRE)",3,0,14,"0","4.66","1","","v Afghanistan","Greater Noida","15 Mar 2017","","IRE",2017-03-15,2017,15,3,74,6,"ODI"
"1433","JR Hazlewood (AUS)",6,2,14,"0","2.33","4","","v India","Dharamsala","25 Mar 2017","","AUS",2017-03-25,2017,25,3,84,6,"Test"
"1434","KOK Williams (WI)",2,0,14,"0","7.00","2","","v Pakistan","Bridgetown","26 Mar 2017","","WI",2017-03-26,2017,26,3,85,6,"T20I"
"1435","NLTC Perera (SL)",2,0,14,"0","7.00","2","","v Bangladesh","Colombo (SSC)","1 Apr 2017","","SL",2017-04-01,2017,1,4,91,6,"ODI"
"1436","LE Plunkett (ENG)",3,0,14,"0","4.66","1","","v Ireland","Bristol","5 May 2017","","ENG",2017-05-05,2017,5,5,125,6,"ODI"
"1437","C Munro (NZ)",2,0,14,"0","7.00","1","","v Bangladesh","Dublin","17 May 2017","","NZ",2017-05-17,2017,17,5,137,6,"ODI"
"1438","PR Stirling (IRE)",2,0,14,"0","7.00","2","","v Bangladesh","Dublin (Malahide)","19 May 2017","","IRE",2017-05-19,2017,19,5,139,6,"ODI"
"1439","Mosaddek Hossain (BDESH)",3,0,14,"0","4.66","1","","v New Zealand","Dublin","24 May 2017","","BDESH",2017-05-24,2017,24,5,144,6,"ODI"
"1440","BA Stokes (ENG)",2,0,14,"0","7.00","2","","v South Africa","Leeds","24 May 2017","","ENG",2017-05-24,2017,24,5,144,6,"ODI"
"1441","Rashid Khan (AFG)",3,0,14,"0","4.66","1","","v West Indies","Basseterre","3 Jun 2017","","AFG",2017-06-03,2017,3,6,154,6,"T20I"
"1442","GJ Maxwell (AUS)",2,0,14,"0","7.00","2","","v England","Birmingham","10 Jun 2017","","AUS",2017-06-10,2017,10,6,161,6,"ODI"
"1443","T Bavuma (SA)",5,0,14,"0","2.80","1","","v England","Lord's","6 Jul 2017","","SA",2017-07-06,2017,6,7,187,6,"Test"
"1444","DM de Silva (SL)",3,0,15,"0","5.00","3","","v South Africa","Cape Town","2 Jan 2017","","SL",2017-01-02,2017,2,1,2,6,"Test"
"1445","HWR Cartwright (AUS)",4,0,15,"0","3.75","2","","v Pakistan","Sydney","3 Jan 2017","","AUS",2017-01-03,2017,3,1,3,6,"Test"
"1446","BKG Mendis (SL)",1.2,0,15,"0","11.25","2","","v South Africa","Port Elizabeth","28 Jan 2017","","SL",2017-01-28,2017,28,1,28,6,"ODI"
"1447","B Kumar (INDIA)",8,4,15,"0","1.87","4","","v Bangladesh","Hyderabad (Deccan)","9 Feb 2017","","INDIA",2017-02-09,2017,9,2,40,6,"Test"
"1448","AJ Turner (AUS)",2,0,15,"0","7.50","2","","v Sri Lanka","Adelaide","22 Feb 2017","","AUS",2017-02-22,2017,22,2,53,6,"T20I"
"1449","Fareed Ahmad (AFG)",3,0,15,"0","5.00","2","","v Zimbabwe","Harare","24 Feb 2017","","AFG",2017-02-24,2017,24,2,55,6,"ODI"
"1450","JN Mohammed (WI)",4,0,15,"0","3.75","2","","v England","North Sound","5 Mar 2017","","WI",2017-03-05,2017,5,3,64,6,"ODI"
"1451","Mehidy Hasan Miraz (BDESH)",2,0,15,"0","7.50","2","","v Sri Lanka","Colombo (RPS)","6 Apr 2017","","BDESH",2017-04-06,2017,6,4,96,6,"T20I"
"1452","Asad Shafiq (PAK)",2,0,15,"0","7.50","4","","v West Indies","Roseau","10 May 2017","","PAK",2017-05-10,2017,10,5,130,6,"Test"
"1453","M Morkel (SA)",4,0,15,"0","3.75","1","","v England","Lord's","29 May 2017","","SA",2017-05-29,2017,29,5,149,6,"ODI"
"1454","TG Southee (NZ)",3,0,15,"0","5.00","2","","v Australia","Birmingham","2 Jun 2017","","NZ",2017-06-02,2017,2,6,153,6,"ODI"
"1455","Amir Hamza (AFG)",7,0,15,"0","2.14","2","","v West Indies","Gros Islet","11 Jun 2017","","AFG",2017-06-11,2017,11,6,162,6,"ODI"
"1456","MM Ali (ENG)",2,0,15,"0","7.50","2","","v Pakistan","Cardiff","14 Jun 2017","","ENG",2017-06-14,2017,14,6,165,6,"ODI"
"1457","RP Burl (ZIM)",2,0,15,"0","7.50","2","","v Sri Lanka","Galle","2 Jul 2017","","ZIM",2017-07-02,2017,2,7,183,6,"ODI"
"1458","WB Rankin (IRE)",1,0,16,"0","16.00","2","","v Afghanistan","Dubai (DSC)","20 Jan 2017","","IRE",2017-01-20,2017,20,1,20,6,"T20I"
"1459","J Mulder (IRE)",2,0,16,"0","8.00","2","","v Afghanistan","Dubai (DSC)","20 Jan 2017","","IRE",2017-01-20,2017,20,1,20,6,"T20I"
"1460","CA Young (IRE)",1,0,16,"0","16.00","2","","v Afghanistan","Dubai (DSC)","20 Jan 2017","","IRE",2017-01-20,2017,20,1,20,6,"T20I"
"1461","CS MacLeod (SCOT)",3.2,0,16,"0","4.80","2","","v Hong Kong","Abu Dhabi","22 Jan 2017","","SCOT",2017-01-22,2017,22,1,22,6,"ODI"
"1462","DAS Gunaratne (SL)",2,0,16,"0","8.00","1","","v South Africa","Cape Town","7 Feb 2017","","SL",2017-02-07,2017,7,2,38,6,"ODI"
"1463","Mahmudullah (BDESH)",5,0,16,"0","3.20","1","","v India","Hyderabad (Deccan)","9 Feb 2017","","BDESH",2017-02-09,2017,9,2,40,6,"Test"
"1464","KS Williamson (NZ)",3,0,16,"0","5.33","2","","v South Africa","Christchurch","22 Feb 2017","","NZ",2017-02-22,2017,22,2,53,6,"ODI"
"1465","N Wagner (NZ)",5,0,16,"0","3.20","3","","v South Africa","Hamilton","25 Mar 2017","","NZ",2017-03-25,2017,25,3,84,6,"Test"
"1466","DAS Gunaratne (SL)",2,0,16,"0","8.00","2","","v Bangladesh","Colombo (SSC)","1 Apr 2017","","SL",2017-04-01,2017,1,4,91,6,"ODI"
"1467","MD Dai (PNG)",4,0,16,"0","4.00","2","","v U.A.E.","Abu Dhabi","14 Apr 2017","","PNG",2017-04-14,2017,14,4,104,6,"T20I"
"1468","C Munro (NZ)",4,0,16,"0","4.00","2","","v Ireland","Dublin (Malahide)","14 May 2017","","NZ",2017-05-14,2017,14,5,134,6,"ODI"
"1469","Imran Tahir (SA)",4,0,16,"0","4.00","2","","v Pakistan","Birmingham","7 Jun 2017","","SA",2017-06-07,2017,7,6,158,6,"ODI"
"1470","Imad Wasim (PAK)",5,0,16,"0","3.20","1","","v England","Cardiff","14 Jun 2017","","PAK",2017-06-14,2017,14,6,165,6,"ODI"
"1471","RL Chase (WI)",1,0,16,"0","16.00","2","","v India","North Sound","2 Jul 2017","","WI",2017-07-02,2017,2,7,183,6,"ODI"
"1472","MD Gunathilaka (SL)",2,0,16,"0","8.00","2","","v Zimbabwe","Hambantota","8 Jul 2017","","SL",2017-07-08,2017,8,7,189,6,"ODI"
"1473","PVD Chameera (SL)",4,1,16,"0","4.00","2","","v Zimbabwe","Hambantota","10 Jul 2017","","SL",2017-07-10,2017,10,7,191,6,"ODI"
"1474","BKG Mendis (SL)",4,0,16,"0","4.00","3","","v Zimbabwe","Colombo (RPS)","14 Jul 2017","","SL",2017-07-14,2017,14,7,195,6,"Test"
"1475","Soumya Sarkar (BDESH)",1,0,17,"0","17.00","2","","v New Zealand","Napier","3 Jan 2017","","BDESH",2017-01-03,2017,3,1,3,6,"T20I"
"1476","JDS Neesham (NZ)",1,0,17,"0","17.00","2","","v Bangladesh","Mount Maunganui","8 Jan 2017","","NZ",2017-01-08,2017,8,1,8,6,"T20I"
"1477","AV Lalcheta (OMAN)",2,0,17,"0","8.50","2","","v Afghanistan","Dubai (DSC)","20 Jan 2017","","OMAN",2017-01-20,2017,20,1,20,6,"T20I"
"1478","Yuvraj Singh (INDIA)",3,0,17,"0","5.66","1","","v England","Kolkata","22 Jan 2017","","INDIA",2017-01-22,2017,22,1,22,6,"ODI"
"1479","SK Raina (INDIA)",2,0,17,"0","8.50","2","","v England","Kanpur","26 Jan 2017","","INDIA",2017-01-26,2017,26,1,26,6,"T20I"
"1480","HH Pandya (INDIA)",2,0,17,"0","8.50","2","","v England","Bengaluru","1 Feb 2017","","INDIA",2017-02-01,2017,1,2,32,6,"T20I"
"1481","JP Duminy (SA)",3,0,17,"0","5.66","1","","v Sri Lanka","Johannesburg","4 Feb 2017","","SA",2017-02-04,2017,4,2,35,6,"ODI"
"1482","JDS Neesham (NZ)",3,0,17,"0","5.66","2","","v Australia","Hamilton","5 Feb 2017","","NZ",2017-02-05,2017,5,2,36,6,"ODI"
"1483","F Behardien (SA)",1,0,17,"0","17.00","2","","v Sri Lanka","Centurion","10 Feb 2017","","SA",2017-02-10,2017,10,2,41,6,"ODI"
"1484","JP Duminy (SA)",3,0,17,"0","5.66","1","","v New Zealand","Christchurch","22 Feb 2017","","SA",2017-02-22,2017,22,2,53,6,"ODI"
"1485","KS Williamson (NZ)",3,0,17,"0","5.66","1","","v South Africa","Hamilton","1 Mar 2017","","NZ",2017-03-01,2017,1,3,60,6,"ODI"
"1486","M Vijay (INDIA)",3,0,17,"0","5.66","1","","v Australia","Ranchi","16 Mar 2017","","INDIA",2017-03-16,2017,16,3,75,6,"Test"
"1487","S Prasanna (SL)",2,0,17,"0","8.50","1","","v Bangladesh","Colombo (RPS)","6 Apr 2017","","SL",2017-04-06,2017,6,4,96,6,"T20I"
"1488","MD Dai (PNG)",4,0,17,"0","4.25","1","","v U.A.E.","Abu Dhabi","14 Apr 2017","","PNG",2017-04-14,2017,14,4,104,6,"T20I"
"1489","JDS Neesham (NZ)",3,0,17,"0","5.66","1","","v England","Cardiff","6 Jun 2017","","NZ",2017-06-06,2017,6,6,157,6,"ODI"
"1490","V Kohli (INDIA)",3,0,17,"0","5.66","2","","v Sri Lanka","The Oval","8 Jun 2017","","INDIA",2017-06-08,2017,8,6,159,6,"ODI"
"1491","JP Duminy (SA)",3,0,17,"0","5.66","2","","v India","The Oval","11 Jun 2017","","SA",2017-06-11,2017,11,6,162,6,"ODI"
"1492","RD Berrington (SCOT)",2,0,17,"0","8.50","2","","v Zimbabwe","Edinburgh","17 Jun 2017","","SCOT",2017-06-17,2017,17,6,168,6,"ODI"
"1493","LA Dawson (ENG)",4,0,17,"0","4.25","1","","v South Africa","Southampton","21 Jun 2017","","ENG",2017-06-21,2017,21,6,172,6,"T20I"
"1494","SL Malinga (SL)",3,1,17,"0","5.66","1","","v Zimbabwe","Galle","2 Jul 2017","","SL",2017-07-02,2017,2,7,183,6,"ODI"
"1495","Zeeshan Maqsood (OMAN)",4,0,18,"0","4.50","2","","v Netherlands","Abu Dhabi","15 Jan 2017","","OMAN",2017-01-15,2017,15,1,15,6,"T20I"
"1496","MRJ Watt (SCOT)",4,0,18,"0","4.50","2","","v Netherlands","Abu Dhabi","17 Jan 2017","","SCOT",2017-01-17,2017,17,1,17,6,"T20I"
"1497","PR Stirling (IRE)",1,0,18,"0","18.00","2","","v U.A.E.","Dubai (DSC)","18 Jan 2017","","IRE",2017-01-18,2017,18,1,18,6,"T20I"
"1498","Shoaib Malik (PAK)",2,0,18,"0","9.00","2","","v Australia","Perth","19 Jan 2017","","PAK",2017-01-19,2017,19,1,19,6,"ODI"
"1499","Mohammad Nadeem (OMAN)",2,0,18,"0","9.00","2","","v Afghanistan","Dubai (DSC)","20 Jan 2017","","OMAN",2017-01-20,2017,20,1,20,6,"T20I"
"1500","DM de Silva (SL)",3,0,18,"0","6.00","1","","v South Africa","Cape Town","7 Feb 2017","","SL",2017-02-07,2017,7,2,38,6,"ODI"
"1501","Dawlat Zadran (AFG)",4,0,18,"0","4.50","2","","v Zimbabwe","Harare","16 Feb 2017","","AFG",2017-02-16,2017,16,2,47,6,"ODI"
"1502","AG Cremer (ZIM)",4,0,18,"0","4.50","2","","v Afghanistan","Harare","21 Feb 2017","","ZIM",2017-02-21,2017,21,2,52,6,"ODI"
"1503","Amjad Javed (UAE)",5,0,18,"0","3.60","2","","v Ireland","ICCA Dubai","4 Mar 2017","","UAE",2017-03-04,2017,4,3,63,6,"ODI"
"1504","JP Duminy (SA)",5,0,18,"0","3.60","2","","v New Zealand","Dunedin","8 Mar 2017","","SA",2017-03-08,2017,8,3,67,6,"Test"
"1505","Amir Hamza (AFG)",2,0,18,"0","9.00","2","","v Ireland","Greater Noida","10 Mar 2017","","AFG",2017-03-10,2017,10,3,69,6,"T20I"
"1506","J Mulder (IRE)",2,0,18,"0","9.00","1","","v Afghanistan","Greater Noida","15 Mar 2017","","IRE",2017-03-15,2017,15,3,74,6,"ODI"
"1507","JE Root (ENG)",3,0,18,"0","6.00","2","","v South Africa","Southampton","27 May 2017","","ENG",2017-05-27,2017,27,5,147,6,"ODI"
"1508","JE Root (ENG)",3,0,18,"0","6.00","1","","v Bangladesh","The Oval","1 Jun 2017","","ENG",2017-06-01,2017,1,6,152,6,"ODI"
"1509","KM Jadhav (INDIA)",3,0,18,"0","6.00","2","","v Sri Lanka","The Oval","8 Jun 2017","","INDIA",2017-06-08,2017,8,6,159,6,"ODI"
"1510","LD Madushanka (SL)",2,0,18,"0","9.00","2","","v Zimbabwe","Galle","30 Jun 2017","","SL",2017-06-30,2017,30,6,181,6,"ODI"
"1511","SL Malinga (SL)",4,1,18,"0","4.50","2","","v Zimbabwe","Hambantota","8 Jul 2017","","SL",2017-07-08,2017,8,7,189,6,"ODI"
"1512","TB de Bruyn (SA)",5,0,18,"0","3.60","1","","v England","Manchester","4 Aug 2017","","SA",2017-08-04,2017,4,8,216,6,"Test"
"1513","Ehsan Nawaz (HKG)",3,0,19,"0","6.33","2","","v U.A.E.","Dubai (DSC)","26 Jan 2017","","HKG",2017-01-26,2017,26,1,26,6,"ODI"
"1514","Samiullah Shenwari (AFG)",4,0,19,"0","4.75","2","","v Ireland","Greater Noida","17 Mar 2017","","AFG",2017-03-17,2017,17,3,76,6,"ODI"
"1515","NM Lyon (AUS)",5,0,19,"0","3.80","4","","v India","Dharamsala","25 Mar 2017","","AUS",2017-03-25,2017,25,3,84,6,"Test"
"1516","SP Narine (WI)",4,0,19,"0","4.75","2","","v Pakistan","Port of Spain","2 Apr 2017","","WI",2017-04-02,2017,2,4,92,6,"T20I"
"1517","A Nao (PNG)",2,0,19,"0","9.50","1","","v U.A.E.","Abu Dhabi","14 Apr 2017","","PNG",2017-04-14,2017,14,4,104,6,"T20I"
"1518","SR Thompson (IRE)",4,0,19,"0","4.75","1","","v Bangladesh","Dublin (Malahide)","12 May 2017","","IRE",2017-05-12,2017,12,5,132,6,"ODI"
"1519","PR Stirling (IRE)",2,0,19,"0","9.50","1","","v New Zealand","Dublin (Malahide)","21 May 2017","","IRE",2017-05-21,2017,21,5,141,6,"ODI"
"1520","CJ Anderson (NZ)",3,0,19,"0","6.33","2","","v Bangladesh","Cardiff","9 Jun 2017","","NZ",2017-06-09,2017,9,6,160,6,"ODI"
"1521","KS Williamson (NZ)",2,0,19,"0","9.50","2","","v Bangladesh","Cardiff","9 Jun 2017","","NZ",2017-06-09,2017,9,6,160,6,"ODI"
"1522","DAS Gunaratne (SL)",5,0,19,"0","3.80","2","","v Pakistan","Cardiff","12 Jun 2017","","SL",2017-06-12,2017,12,6,163,6,"ODI"
"1523","SF Mire (ZIM)",2,0,19,"0","9.50","1","","v Scotland","Edinburgh","15 Jun 2017","","ZIM",2017-06-15,2017,15,6,166,6,"ODI"
