"","Player","Runs","Mins","BF","4s","6s","SR","Inns","","Opposition","Ground","Start Date",""
"1715","DJ Cullinan (SA)","0","10","8","0","0","0.00","4","","v Australia","Melbourne","26 Dec 1997",""
"1716","PR Adams (SA)","0","7","3","0","0","0.00","1","","v Australia","Sydney","2 Jan 1998",""
"1717","PR Reiffel (AUS)","0","12","7","0","0","0.00","2","","v South Africa","Sydney","2 Jan 1998",""
"1718","G Kirsten (SA)","0","8","9","0","0","0.00","3","","v Australia","Sydney","2 Jan 1998",""
"1719","DJ Richardson (SA)","0","2","3","0","0","0.00","3","","v Australia","Sydney","2 Jan 1998",""
"1720","AG Huckle (ZIM)","0","6","8","0","0","0.00","2","","v Sri Lanka","Kandy","7 Jan 1998",""
"1721","CB Wishart (ZIM)","0","1","2","0","0","0.00","3","","v Sri Lanka","Kandy","7 Jan 1998",""
"1722","AG Huckle (ZIM)","0","2","3","0","0","0.00","3","","v Sri Lanka","Kandy","7 Jan 1998",""
"1723","ST Jayasuriya (SL)","0","1","2","0","0","0.00","4","","v Zimbabwe","Kandy","7 Jan 1998",""
"1724","RS Mahanama (SL)","0","2","3","0","0","0.00","4","","v Zimbabwe","Kandy","7 Jan 1998",""
"1725","M Mbangwa (ZIM)","0","12","9","0","0","0.00","1","","v Sri Lanka","Colombo (SSC)","14 Jan 1998",""
"1726","MS Atapattu (SL)","0","12","7","0","0","0.00","4","","v Zimbabwe","Colombo (SSC)","14 Jan 1998",""
"1727","RS Mahanama (SL)","0","17","9","0","0","0.00","4","","v Zimbabwe","Colombo (SSC)","14 Jan 1998",""
"1728","HP Tillakaratne (SL)","0","2","2","0","0","0.00","4","","v Zimbabwe","Colombo (SSC)","14 Jan 1998",""
"1729","MA Butcher (ENG)","0","1","1","0","0","0.00","1","","v West Indies","Kingston","29 Jan 1998",""
"1730","AJ Bichel (AUS)","0","8","5","0","0","0.00","2","","v South Africa","Adelaide","30 Jan 1998",""
"1731","SK Warne (AUS)","0","1","1","0","0","0.00","2","","v South Africa","Adelaide","30 Jan 1998",""
"1732","L Klusener (SA)","0","2","1","0","0","0.00","3","","v Australia","Adelaide","30 Jan 1998",""
"1733","RC Russell (ENG)","0","6","2","0","0","0.00","1","","v West Indies","Port of Spain","5 Feb 1998",""
"1734","PCR Tufnell (ENG)","0","1","1","0","0","0.00","1","","v West Indies","Port of Spain","5 Feb 1998",""
"1735","KCG Benjamin (WI)","0","27","22","0","0","0.00","2","","v England","Port of Spain","5 Feb 1998",""
"1736","AR Caddick (ENG)","0","12","7","0","0","0.00","3","","v West Indies","Port of Spain","5 Feb 1998",""
"1737","S Chanderpaul (WI)","0","9","10","0","0","0.00","4","","v England","Port of Spain","5 Feb 1998",""
"1738","D Williams (WI)","0","1","1","0","0","0.00","1","","v England","Port of Spain","13 Feb 1998",""
"1739","KCG Benjamin (WI)","0","3","2","0","0","0.00","1","","v England","Port of Spain","13 Feb 1998",""
"1740","N Hussain (ENG)","0","20","14","0","0","0.00","2","","v West Indies","Port of Spain","13 Feb 1998",""
"1741","AR Caddick (ENG)","0","9","4","0","0","0.00","2","","v West Indies","Port of Spain","13 Feb 1998",""
"1742","PCR Tufnell (ENG)","0","1","1","0","0","0.00","2","","v West Indies","Port of Spain","13 Feb 1998",""
"1743","D Williams (WI)","0","3","5","0","0","0.00","3","","v England","Port of Spain","13 Feb 1998",""
"1744","CEL Ambrose (WI)","0","4","1","0","0","0.00","3","","v England","Port of Spain","13 Feb 1998",""
"1745","AR Caddick (ENG)","0","1","1","0","0","0.00","4","","v West Indies","Port of Spain","13 Feb 1998",""
"1746","Inzamam-ul-Haq (PAK)","0","8","6","0","0","0.00","2","","v South Africa","Johannesburg","14 Feb 1998",""
"1747","BA Young (NZ)","0","11","11","0","0","0.00","2","","v Zimbabwe","Wellington","19 Feb 1998",""
"1748","CL Cairns (NZ)","0","17","9","0","0","0.00","2","","v Zimbabwe","Wellington","19 Feb 1998",""
"1749","PA Strang (ZIM)","0","1","2","0","0","0.00","3","","v New Zealand","Wellington","19 Feb 1998",""
"1750","AG Huckle (ZIM)","0","4","6","0","0","0.00","3","","v New Zealand","Wellington","19 Feb 1998",""
"1751","M Mbangwa (ZIM)","0","2","1","0","0","0.00","3","","v New Zealand","Wellington","19 Feb 1998",""
"1752","GJ Rennie (ZIM)","0","3","5","0","0","0.00","1","","v New Zealand","Auckland","26 Feb 1998",""
"1753","AG Huckle (ZIM)","0","6","3","0","0","0.00","1","","v New Zealand","Auckland","26 Feb 1998",""
"1754","M Mbangwa (ZIM)","0","3","4","0","0","0.00","1","","v New Zealand","Auckland","26 Feb 1998",""
"1755","DL Vettori (NZ)","0","6","8","0","0","0.00","2","","v Zimbabwe","Auckland","26 Feb 1998",""
"1756","GJ Rennie (ZIM)","0","13","8","0","0","0.00","3","","v New Zealand","Auckland","26 Feb 1998",""
"1757","M Mbangwa (ZIM)","0","1","1","0","0","0.00","3","","v New Zealand","Auckland","26 Feb 1998",""
"1758","G Kirsten (SA)","0","9","7","0","0","0.00","2","","v Pakistan","Durban","26 Feb 1998",""
"1759","AC Hudson (SA)","0","1","1","0","0","0.00","2","","v Pakistan","Durban","26 Feb 1998",""
"1760","Waqar Younis (PAK)","0","18","12","0","0","0.00","3","","v South Africa","Durban","26 Feb 1998",""
"1761","Fazl-e-Akbar (PAK)","0","2","3","0","0","0.00","3","","v South Africa","Durban","26 Feb 1998",""
"1762","AM Bacher (SA)","0","7","5","0","0","0.00","4","","v Pakistan","Durban","26 Feb 1998",""
"1763","AA Donald (SA)","0","7","2","0","0","0.00","4","","v Pakistan","Durban","26 Feb 1998",""
"1764","D Williams (WI)","0","16","15","0","0","0.00","1","","v England","Georgetown","27 Feb 1998",""
"1765","CEL Ambrose (WI)","0","8","6","0","0","0.00","1","","v England","Georgetown","27 Feb 1998",""
"1766","D Ramnarine (WI)","0","7","2","0","0","0.00","1","","v England","Georgetown","27 Feb 1998",""
"1767","MA Atherton (ENG)","0","15","10","0","0","0.00","2","","v West Indies","Georgetown","27 Feb 1998",""
"1768","RC Russell (ENG)","0","8","4","0","0","0.00","2","","v West Indies","Georgetown","27 Feb 1998",""
"1769","DW Headley (ENG)","0","2","4","0","0","0.00","2","","v West Indies","Georgetown","27 Feb 1998",""
"1770","ARC Fraser (ENG)","0","9","8","0","0","0.00","2","","v West Indies","Georgetown","27 Feb 1998",""
"1771","SC Williams (WI)","0","8","4","0","0","0.00","3","","v England","Georgetown","27 Feb 1998",""
"1772","S Chanderpaul (WI)","0","3","1","0","0","0.00","3","","v England","Georgetown","27 Feb 1998",""
"1773","CA Walsh (WI)","0","10","6","0","0","0.00","3","","v England","Georgetown","27 Feb 1998",""
"1774","N Hussain (ENG)","0","3","2","0","0","0.00","4","","v West Indies","Georgetown","27 Feb 1998",""
"1775","SLV Raju (INDIA)","0","5","2","0","0","0.00","1","","v Australia","Chennai","6 Mar 1998",""
"1776","GR Robertson (AUS)","0","1","1","0","0","0.00","4","","v India","Chennai","6 Mar 1998",""
"1777","Ijaz Ahmed (PAK)","0","1","1","0","0","0.00","2","","v South Africa","Port Elizabeth","6 Mar 1998",""
"1778","Rashid Latif (PAK)","0","1","1","0","0","0.00","2","","v South Africa","Port Elizabeth","6 Mar 1998",""
"1779","Shoaib Akhtar (PAK)","0","1","1","0","0","0.00","2","","v South Africa","Port Elizabeth","6 Mar 1998",""
"1780","Rashid Latif (PAK)","0","5","4","0","0","0.00","4","","v South Africa","Port Elizabeth","6 Mar 1998",""
"1781","DP Viljoen (ZIM)","0","11","3","0","0","0.00","1","","v Pakistan","Bulawayo","14 Mar 1998",""
"1782","MW Goodwin (ZIM)","0","9","6","0","0","0.00","1","","v Pakistan","Bulawayo","14 Mar 1998",""
"1783","M Mbangwa (ZIM)","0","1","2","0","0","0.00","1","","v Pakistan","Bulawayo","14 Mar 1998",""
"1784","Azhar Mahmood (PAK)","0","3","3","0","0","0.00","2","","v Zimbabwe","Bulawayo","14 Mar 1998",""
"1785","Waqar Younis (PAK)","0","9","2","0","0","0.00","2","","v Zimbabwe","Bulawayo","14 Mar 1998",""
"1786","DP Viljoen (ZIM)","0","8","5","0","0","0.00","3","","v Pakistan","Bulawayo","14 Mar 1998",""
"1787","MJ Slater (AUS)","0","3","6","0","0","0.00","1","","v India","Kolkata","18 Mar 1998",""
"1788","GS Blewett (AUS)","0","1","1","0","0","0.00","1","","v India","Kolkata","18 Mar 1998",""
"1789","ME Waugh (AUS)","0","6","5","0","0","0.00","3","","v India","Kolkata","18 Mar 1998",""
"1790","GR Robertson (AUS)","0","3","3","0","0","0.00","3","","v India","Kolkata","18 Mar 1998",""
"1791","AM Bacher (SA)","0","11","2","0","0","0.00","3","","v Sri Lanka","Cape Town","19 Mar 1998",""
"1792","ST Jayasuriya (SL)","0","10","7","0","0","0.00","4","","v South Africa","Cape Town","19 Mar 1998",""
"1793","WPUJC Vaas (SL)","0","1","1","0","0","0.00","4","","v South Africa","Cape Town","19 Mar 1998",""
"1794","MA Butcher (ENG)","0","3","3","0","0","0.00","1","","v West Indies","St John's","20 Mar 1998",""
"1795","RC Russell (ENG)","0","3","2","0","0","0.00","1","","v West Indies","St John's","20 Mar 1998",""
"1796","MA Butcher (ENG)","0","9","6","0","0","0.00","3","","v West Indies","St John's","20 Mar 1998",""
"1797","MR Ramprakash (ENG)","0","14","10","0","0","0.00","3","","v West Indies","St John's","20 Mar 1998",""
"1798","AR Caddick (ENG)","0","29","20","0","0","0.00","3","","v West Indies","St John's","20 Mar 1998",""
"1799","PCR Tufnell (ENG)","0","10","4","0","0","0.00","3","","v West Indies","St John's","20 Mar 1998",""
"1800","TN Madondo (ZIM)","0","3","0","0","0","-","1","","v Pakistan","Harare","21 Mar 1998",""
"1801","AG Huckle (ZIM)","0","1","1","0","0","0.00","1","","v Pakistan","Harare","21 Mar 1998",""
"1802","Wasim Akram (PAK)","0","2","1","0","0","0.00","2","","v Zimbabwe","Harare","21 Mar 1998",""
"1803","GJ Rennie (ZIM)","0","23","14","0","0","0.00","3","","v Pakistan","Harare","21 Mar 1998",""
"1804","AG Huckle (ZIM)","0","1","1","0","0","0.00","3","","v Pakistan","Harare","21 Mar 1998",""
"1805","Harvinder Singh (INDIA)","0","1","1","0","0","0.00","1","","v Australia","Bengaluru","25 Mar 1998",""
"1806","Harvinder Singh (INDIA)","0","7","8","0","0","0.00","3","","v Australia","Bengaluru","25 Mar 1998",""
"1807","Harbhajan Singh (INDIA)","0","3","2","0","0","0.00","3","","v Australia","Bengaluru","25 Mar 1998",""
"1808","DNT Zoysa (SL)","0","9","8","0","0","0.00","1","","v South Africa","Centurion","27 Mar 1998",""
"1809","GFJ Liebenberg (SA)","0","1","1","0","0","0.00","2","","v Sri Lanka","Centurion","27 Mar 1998",""
"1810","RS Mahanama (SL)","0","1","1","0","0","0.00","3","","v South Africa","Centurion","27 Mar 1998",""
"1811","A Ranatunga (SL)","0","10","7","0","0","0.00","3","","v South Africa","Centurion","27 Mar 1998",""
"1812","HP Tillakaratne (SL)","0","8","4","0","0","0.00","3","","v South Africa","Centurion","27 Mar 1998",""
"1813","RS Kaluwitharana (SL)","0","5","3","0","0","0.00","3","","v South Africa","Centurion","27 Mar 1998",""
"1814","DJ Cullinan (SA)","0","6","3","0","0","0.00","4","","v Sri Lanka","Centurion","27 Mar 1998",""
"1815","CD McMillan (NZ)","0","2","4","0","0","0.00","1","","v Sri Lanka","Colombo (RPS)","27 May 1998",""
"1816","MS Atapattu (SL)","0","8","5","0","0","0.00","2","","v New Zealand","Colombo (RPS)","27 May 1998",""
"1817","M Muralitharan (SL)","0","2","5","0","0","0.00","2","","v New Zealand","Colombo (RPS)","27 May 1998",""
"1818","GP Wickramasinghe (SL)","0","4","1","0","0","0.00","4","","v New Zealand","Colombo (RPS)","27 May 1998",""
"1819","HMCM Bandara (SL)","0","6","8","0","0","0.00","4","","v New Zealand","Colombo (RPS)","27 May 1998",""
"1820","DL Vettori (NZ)","0","1","3","0","0","0.00","1","","v Sri Lanka","Galle","3 Jun 1998",""
"1821","CL Cairns (NZ)","0","6","4","0","0","0.00","1","","v Sri Lanka","Galle","3 Jun 1998",""
"1822","DL Vettori (NZ)","0","4","3","0","0","0.00","3","","v Sri Lanka","Galle","3 Jun 1998",""
"1823","SB O'Connor (NZ)","0","16","24","0","0","0.00","3","","v Sri Lanka","Galle","3 Jun 1998",""
"1824","MV Boucher (SA)","0","18","9","0","0","0.00","2","","v England","Birmingham","4 Jun 1998",""
"1825","N Hussain (ENG)","0","14","5","0","0","0.00","3","","v South Africa","Birmingham","4 Jun 1998",""
"1826","DL Vettori (NZ)","0","2","5","0","0","0.00","2","","v Sri Lanka","Colombo (SSC)","10 Jun 1998",""
"1827","GP Wickramasinghe (SL)","0","20","15","0","0","0.00","3","","v New Zealand","Colombo (SSC)","10 Jun 1998",""
"1828","JH Kallis (SA)","0","10","8","0","0","0.00","1","","v England","Lord's","18 Jun 1998",""
"1829","MA Atherton (ENG)","0","15","12","0","0","0.00","2","","v South Africa","Lord's","18 Jun 1998",""
"1830","SP James (ENG)","0","12","7","0","0","0.00","3","","v South Africa","Lord's","18 Jun 1998",""
"1831","GP Thorpe (ENG)","0","12","9","0","0","0.00","3","","v South Africa","Lord's","18 Jun 1998",""
"1832","MR Ramprakash (ENG)","0","8","4","0","0","0.00","3","","v South Africa","Lord's","18 Jun 1998",""
"1833","GP Thorpe (ENG)","0","7","6","0","0","0.00","2","","v South Africa","Manchester","2 Jul 1998",""
"1834","ARC Fraser (ENG)","0","4","1","0","0","0.00","2","","v South Africa","Manchester","2 Jul 1998",""
"1835","GP Thorpe (ENG)","0","7","3","0","0","0.00","3","","v South Africa","Manchester","2 Jul 1998",""
"1836","PR Adams (SA)","0","6","4","0","0","0.00","1","","v England","Nottingham","23 Jul 1998",""
"1837","GFJ Liebenberg (SA)","0","2","4","0","0","0.00","3","","v England","Nottingham","23 Jul 1998",""
"1838","A Flintoff (ENG)","0","2","3","0","0","0.00","1","","v South Africa","Leeds","6 Aug 1998",""
"1839","IDK Salisbury (ENG)","0","8","4","0","0","0.00","1","","v South Africa","Leeds","6 Aug 1998",""
"1840","AA Donald (SA)","0","2","2","0","0","0.00","2","","v England","Leeds","6 Aug 1998",""
"1841","A Flintoff (ENG)","0","4","5","0","0","0.00","3","","v South Africa","Leeds","6 Aug 1998",""
"1842","DJ Cullinan (SA)","0","29","13","0","0","0.00","4","","v England","Leeds","6 Aug 1998",""
"1843","WJ Cronje (SA)","0","9","6","0","0","0.00","4","","v England","Leeds","6 Aug 1998",""
"1844","M Ntini (SA)","0","8","8","0","0","0.00","4","","v England","Leeds","6 Aug 1998",""
"1845","HP Tillakaratne (SL)","0","1","1","0","0","0.00","2","","v England","The Oval","27 Aug 1998",""
"1846","GP Wickramasinghe (SL)","0","11","7","0","0","0.00","2","","v England","The Oval","27 Aug 1998",""
"1847","GA Hick (ENG)","0","4","2","0","0","0.00","3","","v Sri Lanka","The Oval","27 Aug 1998",""
"1848","BC Hollioake (ENG)","0","1","1","0","0","0.00","3","","v Sri Lanka","The Oval","27 Aug 1998",""
"1849","IDK Salisbury (ENG)","0","2","4","0","0","0.00","3","","v Sri Lanka","The Oval","27 Aug 1998",""
"1850","Wasim Akram (PAK)","0","2","3","0","0","0.00","1","","v Australia","Rawalpindi","1 Oct 1998",""
"1851","JL Langer (AUS)","0","2","1","0","0","0.00","2","","v Pakistan","Rawalpindi","1 Oct 1998",""
"1852","ME Waugh (AUS)","0","21","12","0","0","0.00","2","","v Pakistan","Rawalpindi","1 Oct 1998",""
"1853","Mohammad Wasim (PAK)","0","16","9","0","0","0.00","3","","v Australia","Rawalpindi","1 Oct 1998",""
"1854","Inzamam-ul-Haq (PAK)","0","2","2","0","0","0.00","3","","v Australia","Rawalpindi","1 Oct 1998",""
"1855","Mushtaq Ahmed (PAK)","0","8","10","0","0","0.00","3","","v Australia","Rawalpindi","1 Oct 1998",""
"1856","ADR Campbell (ZIM)","0","1","1","0","0","0.00","1","","v India","Harare","7 Oct 1998",""
"1857","M Mbangwa (ZIM)","0","2","2","0","0","0.00","3","","v India","Harare","7 Oct 1998",""
"1858","NR Mongia (INDIA)","0","14","3","0","0","0.00","4","","v Zimbabwe","Harare","7 Oct 1998",""
"1859","NS Sidhu (INDIA)","0","8","9","0","0","0.00","4","","v Zimbabwe","Harare","7 Oct 1998",""
"1860","Moin Khan (PAK)","0","5","3","0","0","0.00","2","","v Australia","Peshawar","15 Oct 1998",""
"1861","SR Waugh (AUS)","0","4","2","0","0","0.00","1","","v Pakistan","Karachi","22 Oct 1998",""
"1862","CR Miller (AUS)","0","10","8","0","0","0.00","1","","v Pakistan","Karachi","22 Oct 1998",""
"1863","Saleem Malik (PAK)","0","10","8","0","0","0.00","2","","v Australia","Karachi","22 Oct 1998",""
"1864","CR Miller (AUS)","0","2","2","0","0","0.00","3","","v Pakistan","Karachi","22 Oct 1998",""
"1865","Saleem Malik (PAK)","0","7","2","0","0","0.00","4","","v Australia","Karachi","22 Oct 1998",""
"1866","MS Kasprowicz (AUS)","0","2","3","0","0","0.00","1","","v England","Brisbane","20 Nov 1998",""
"1867","MA Atherton (ENG)","0","17","14","0","0","0.00","2","","v Australia","Brisbane","20 Nov 1998",""
"1868","DG Cork (ENG)","0","16","11","0","0","0.00","2","","v Australia","Brisbane","20 Nov 1998",""
"1869","D Gough (ENG)","0","24","23","0","0","0.00","2","","v Australia","Brisbane","20 Nov 1998",""
"1870","AD Mullally (ENG)","0","1","1","0","0","0.00","2","","v Australia","Brisbane","20 Nov 1998",""
"1871","MA Taylor (AUS)","0","12","5","0","0","0.00","3","","v England","Brisbane","20 Nov 1998",""
"1872","CEL Ambrose (WI)","0","6","3","0","0","0.00","1","","v South Africa","Johannesburg","26 Nov 1998",""
"1873","CA Walsh (WI)","0","3","2","0","0","0.00","3","","v South Africa","Johannesburg","26 Nov 1998",""
"1874","Mushtaq Ahmed (PAK)","0","6","1","0","0","0.00","1","","v Zimbabwe","Peshawar","27 Nov 1998",""
"1875","A Flower (ZIM)","0","1","1","0","0","0.00","2","","v Pakistan","Peshawar","27 Nov 1998",""
"1876","Ijaz Ahmed (PAK)","0","5","5","0","0","0.00","3","","v Zimbabwe","Peshawar","27 Nov 1998",""
"1877","Mushtaq Ahmed (PAK)","0","6","4","0","0","0.00","3","","v Zimbabwe","Peshawar","27 Nov 1998",""
"1878","Aaqib Javed (PAK)","0","7","5","0","0","0.00","3","","v Zimbabwe","Peshawar","27 Nov 1998",""
"1879","MA Butcher (ENG)","0","14","10","0","0","0.00","1","","v Australia","Perth","28 Nov 1998",""
"1880","GA Hick (ENG)","0","2","2","0","0","0.00","1","","v Australia","Perth","28 Nov 1998",""
"1881","AD Mullally (ENG)","0","10","9","0","0","0.00","1","","v Australia","Perth","28 Nov 1998",""
"1882","DW Fleming (AUS)","0","1","1","0","0","0.00","2","","v England","Perth","28 Nov 1998",""
"1883","GD McGrath (AUS)","0","2","2","0","0","0.00","2","","v England","Perth","28 Nov 1998",""
"1884","AJ Stewart (ENG)","0","8","5","0","0","0.00","3","","v Australia","Perth","28 Nov 1998",""
"1885","AJ Tudor (ENG)","0","2","2","0","0","0.00","3","","v Australia","Perth","28 Nov 1998",""
"1886","D Gough (ENG)","0","2","1","0","0","0.00","3","","v Australia","Perth","28 Nov 1998",""
"1887","AD Mullally (ENG)","0","6","4","0","0","0.00","3","","v Australia","Perth","28 Nov 1998",""
"1888","Saqlain Mushtaq (PAK)","0","17","11","0","0","0.00","2","","v Zimbabwe","Lahore","10 Dec 1998",""
"1889","CB Lambert (WI)","0","6","5","0","0","0.00","2","","v South Africa","Port Elizabeth","10 Dec 1998",""
"1890","FL Reifer (WI)","0","24","13","0","0","0.00","2","","v South Africa","Port Elizabeth","10 Dec 1998",""
"1891","SCG MacGill (AUS)","0","5","4","0","0","0.00","1","","v England","Adelaide","11 Dec 1998",""
"1892","AJ Stewart (ENG)","0","3","3","0","0","0.00","2","","v Australia","Adelaide","11 Dec 1998",""
"1893","DW Headley (ENG)","0","1","1","0","0","0.00","2","","v Australia","Adelaide","11 Dec 1998",""
"1894","AD Mullally (ENG)","0","4","5","0","0","0.00","2","","v Australia","Adelaide","11 Dec 1998",""
"1895","PM Such (ENG)","0","2","1","0","0","0.00","2","","v Australia","Adelaide","11 Dec 1998",""
"1896","GA Hick (ENG)","0","1","1","0","0","0.00","4","","v Australia","Adelaide","11 Dec 1998",""
"1897","PM Such (ENG)","0","5","4","0","0","0.00","4","","v Australia","Adelaide","11 Dec 1998",""
"1898","NS Sidhu (INDIA)","0","3","6","0","0","0.00","1","","v New Zealand","Wellington","26 Dec 1998",""
"1899","R Dravid (INDIA)","0","8","6","0","0","0.00","1","","v New Zealand","Wellington","26 Dec 1998",""
"1900","NR Mongia (INDIA)","0","3","5","0","0","0.00","1","","v New Zealand","Wellington","26 Dec 1998",""
"1901","PJ Wiseman (NZ)","0","14","13","0","0","0.00","2","","v India","Wellington","26 Dec 1998",""
"1902","SB Doull (NZ)","0","9","8","0","0","0.00","2","","v India","Wellington","26 Dec 1998",""
"1903","BKV Prasad (INDIA)","0","9","6","0","0","0.00","3","","v New Zealand","Wellington","26 Dec 1998",""
"1904","MD Bell (NZ)","0","1","3","0","0","0.00","4","","v India","Wellington","26 Dec 1998",""
"1905","PJ Wiseman (NZ)","0","20","19","0","0","0.00","4","","v India","Wellington","26 Dec 1998",""
